patent_id,filing_date
3969705,1974-06-10
3952235,1974-06-10
3968468,1974-06-10
4089814,1974-06-10
3931104,1974-06-10
3931794,1974-06-10
3975299,1974-06-10
3958070,1974-06-10
3946220,1974-06-10
3972763,1974-06-10
3964545,1974-06-10
3938535,1974-06-10
3966787,1974-06-10
3936960,1974-06-10
D243387,1974-06-10
3980773,1974-06-10
3960747,1974-06-10
3968221,1974-06-10
3995746,1974-06-10
3939082,1974-06-10
3956431,1974-06-10
3938520,1974-06-10
3977854,1974-06-10
3940278,1974-06-10
3934132,1974-06-10
3931580,1974-06-10
3953959,1974-06-10
3971792,1974-06-10
4010355,1974-06-10
3932756,1974-06-24
3933225,1974-06-10
3939315,1974-06-10
3934080,1974-06-10
4003403,1974-06-10
4018647,1974-06-10
3984757,1974-06-10
3939880,1974-06-10
4137345,1974-06-10
3949056,1974-06-10
3936362,1974-06-10
3949116,1974-06-10
3935916,1974-06-10
3939671,1974-06-10
3967950,1974-06-10
3984167,1974-06-10
4314112,1974-06-10
3931167,1974-06-10
3983394,1974-06-10
3979740,1974-06-10
3959340,1974-06-10
3996060,1974-06-10
3949338,1974-06-10
4017009,1974-06-10
3970244,1974-06-10
3975482,1974-06-10
3959689,1974-06-10
3974002,1974-06-10
3980548,1974-06-10
3934565,1974-06-10
3932258,1974-06-10
4001986,1974-06-10
3946593,1974-06-10
3950672,1974-06-10
3930551,1974-06-10
3955459,1974-06-10
3943405,1974-06-10
3937669,1974-06-10
3949676,1974-06-10
3952664,1974-06-10
3949682,1974-06-10
3964541,1974-06-10
3945295,1974-06-10
3984992,1974-06-10
4104413,1974-06-10
4112033,1974-06-10
3944503,1974-06-10
3940176,1974-06-10
3941138,1974-06-10
3973580,1974-06-10
4031088,1974-06-10
3948611,1974-06-10
3973667,1974-06-10
3935711,1974-06-10
3938844,1974-06-10
3949508,1974-06-10
3931989,1974-06-10
3943682,1974-06-10
3981642,1974-06-10
3951304,1974-06-10
3958919,1974-06-10
3963307,1974-06-10
3933024,1974-06-10
3963844,1974-06-10
3947432,1974-06-10
3982728,1974-06-10
3946706,1974-06-10
4152825,1974-06-10
3975526,1974-06-10
3936327,1974-06-10
4274331,1974-06-10
3965555,1974-06-10
3963736,1974-06-10
3943265,1974-06-10
3933501,1974-06-10
3968319,1974-06-10
4069101,1974-06-10
3936219,1974-06-10
3959577,1974-06-10
3965364,1974-06-10
3967072,1974-06-10
3956012,1974-06-10
3985279,1974-06-10
3937271,1974-06-10
4147457,1974-06-10
3984746,1974-06-10
3944144,1974-06-10
4182651,1974-06-10
3946537,1974-06-10
3965552,1974-06-10
3936635,1974-06-11
3973699,1974-06-11
3954757,1974-06-11
3958511,1974-06-11
3964109,1974-06-11
3940126,1974-06-11
3931529,1974-06-11
3947693,1974-06-11
3962091,1974-06-11
3953001,1974-06-11
3952489,1974-06-11
3959476,1974-06-11
3930349,1974-06-11
4010421,1974-06-11
3947681,1974-06-11
3969612,1974-06-11
RE28758,1974-06-11
3932274,1974-06-11
3965788,1974-06-11
3960202,1974-06-11
3950458,1974-06-11
3931278,1974-06-11
3950335,1974-06-11
3946952,1974-06-11
4024529,1974-06-11
4039714,1974-06-11
3954061,1974-06-11
3939306,1974-06-11
3956875,1974-06-11
4005305,1974-06-11
3946181,1974-06-11
3957382,1974-06-11
3933796,1974-06-11
4013770,1974-06-11
4000420,1974-06-11
3945272,1974-06-11
3943178,1974-06-11
3977838,1974-06-11
3944543,1974-06-11
3948857,1974-06-11
3963627,1974-06-11
3943781,1974-06-11
3949732,1974-06-10
3987189,1974-06-11
3941228,1974-06-10
3948637,1974-06-10
3948331,1974-06-11
3937632,1974-06-11
3961366,1974-06-10
3971567,1974-06-11
3959559,1974-06-11
4371521,1974-06-11
3946376,1974-06-11
3983456,1974-06-11
3941986,1974-06-11
3942422,1974-06-11
3930820,1974-06-11
4002936,1974-06-11
3933822,1974-06-11
3930746,1974-06-11
3947154,1974-06-11
3979448,1974-06-11
3958488,1974-06-11
3969117,1974-06-11
3943591,1974-06-11
3939541,1974-06-11
3930370,1974-06-11
3949099,1974-06-11
3997890,1974-06-11
3985767,1974-06-11
3991007,1974-06-11
3987218,1974-06-11
4006189,1974-06-11
3959658,1974-06-13
3932034,1974-06-11
3931870,1974-06-12
3954312,1974-06-12
3957445,1974-06-12
3935850,1974-06-12
3973815,1974-06-12
3939670,1974-06-12
3937265,1974-06-12
3937810,1974-06-12
4014840,1974-06-12
3943010,1974-06-12
3995658,1974-06-12
3968681,1974-06-12
3965694,1974-06-12
3946986,1974-06-12
3944556,1974-06-12
3964084,1974-06-12
3954240,1974-06-12
3965228,1974-06-12
3938027,1974-06-12
3962540,1974-06-12
3948794,1974-06-12
3961410,1974-10-07
3931689,1974-06-12
3992306,1974-06-12
3938118,1974-06-12
3936116,1974-06-12
4171621,1974-06-12
3987974,1974-06-12
4063201,1974-06-12
3981944,1974-06-12
3948989,1974-06-12
3954538,1974-06-12
4034544,1974-06-11
3939348,1974-06-11
3970656,1974-06-11
3974305,1974-06-11
3963196,1974-06-12
4088553,1974-06-12
3989013,1974-06-12
3951948,1974-06-12
3934473,1974-06-12
3942685,1974-06-12
3970535,1974-06-12
3944842,1974-06-12
3977741,1974-06-12
3943882,1974-06-12
3958052,1974-06-12
3936062,1974-06-12
4003867,1974-06-12
3940577,1974-06-12
3963320,1974-06-12
3942740,1974-06-12
3994123,1974-06-12
4002704,1974-06-12
4079192,1974-06-12
3948864,1974-06-12
3980545,1974-06-12
3947707,1974-06-12
3956745,1974-06-12
3980662,1974-06-12
3967112,1974-06-12
3942926,1974-06-12
3940851,1974-06-12
3962517,1974-06-12
3942135,1974-06-12
3951166,1974-06-12
4010240,1974-06-12
3936833,1974-06-12
3990046,1974-06-12
3935638,1974-06-12
3969725,1974-06-12
3940556,1974-06-12
3933859,1974-06-12
3935862,1974-06-12
RE28680,1974-06-12
4149704,1974-06-12
3954055,1974-06-12
3931202,1974-06-12
3966754,1974-06-12
4006447,1974-06-12
3932803,1974-06-12
3932931,1974-06-12
3938494,1974-06-12
3949506,1974-06-12
3966162,1974-06-12
3939961,1974-06-12
3945887,1974-06-12
3979263,1974-06-12
3942059,1974-06-12
4025347,1974-06-12
3968141,1974-06-12
3946486,1974-06-12
3931675,1974-06-12
3955893,1974-06-20
3945485,1974-06-12
3934377,1974-06-12
3940378,1974-06-12
3941786,1974-06-12
3962604,1974-06-12
3992253,1974-06-12
3931657,1974-06-12
4053662,1974-06-07
3943304,1974-06-12
4029823,1974-06-12
3959511,1974-06-12
3942921,1974-06-12
4055681,1974-06-12
3975402,1974-06-12
4012595,1974-06-12
3989373,1974-06-12
3946784,1974-06-11
3942026,1974-06-11
3965018,1974-06-12
3940857,1974-06-12
3952742,1974-06-12
3942319,1974-06-07
4263560,1974-06-06
3941355,1974-06-12
4102881,1974-06-12
4030907,1974-06-12
3940102,1974-06-12
3936540,1974-06-12
3981839,1974-06-12
3930622,1974-06-13
3973779,1974-06-13
3984035,1974-06-13
3988245,1974-06-13
3975101,1974-06-13
3950774,1974-06-13
3934058,1974-06-13
3948423,1974-06-13
3941760,1974-06-13
3944182,1974-06-13
4102982,1974-06-13
3953413,1974-06-13
3953130,1974-06-12
4017470,1974-06-12
3977385,1974-06-12
3950094,1974-06-12
3966072,1974-06-13
3946196,1974-06-13
4012359,1974-06-13
3967604,1974-06-13
3951351,1974-06-13
3980986,1974-06-13
3970168,1974-06-13
RE28896,1974-06-13
3954289,1974-06-13
3949548,1974-06-13
3988628,1974-06-13
3958509,1974-06-13
3938115,1974-06-13
3937413,1974-06-13
3939990,1974-06-13
3939991,1974-06-13
3931872,1974-06-13
3935777,1974-06-13
3993320,1974-06-13
3955733,1974-06-13
3931694,1974-06-13
3959195,1974-06-13
3963549,1974-06-13
3936049,1974-06-13
3996661,1974-06-13
3948773,1974-06-13
3932477,1974-06-13
3976617,1974-06-13
3952074,1974-06-13
3941904,1974-06-13
3959062,1974-06-13
3945910,1974-06-13
4028564,1974-06-13
3943823,1974-06-13
3977530,1974-06-13
3935725,1974-06-13
3994336,1974-06-13
3937994,1974-06-13
4009934,1974-06-28
3947711,1974-06-13
3950453,1974-06-13
4002881,1974-06-13
3954553,1974-06-13
3942788,1974-06-13
4091156,1974-06-13
3990912,1974-06-13
3940306,1974-06-13
3942172,1974-06-13
3932324,1974-06-13
4267274,1974-06-13
3947364,1974-06-13
3963773,1974-06-13
3948311,1974-06-13
3946632,1974-06-13
3936351,1974-06-13
4025902,1974-06-13
3957078,1974-06-13
3936252,1974-06-13
4085634,1974-06-13
3951295,1974-06-13
4010485,1974-06-13
3934088,1974-06-13
3967000,1974-06-13
3965804,1974-06-13
3937907,1974-06-13
3931656,1974-06-13
4021895,1974-06-13
3968389,1974-06-13
4170630,1974-06-13
4033562,1974-06-13
3942503,1974-06-13
3967242,1974-06-13
3955453,1974-06-13
3932374,1974-06-13
3945810,1974-06-13
3943868,1974-06-13
3949883,1974-06-13
3994699,1974-06-13
3972223,1974-06-13
3946332,1974-06-13
3944877,1974-06-13
3954119,1974-06-13
D243642,1974-06-13
3952202,1974-06-13
3957767,1974-06-13
3939899,1974-06-13
4033470,1974-06-13
3953150,1974-06-13
3973292,1974-06-13
3940655,1974-06-13
4012094,1974-06-13
4086687,1974-06-13
3950487,1974-06-13
3988416,1974-06-13
3945851,1974-06-13
3941706,1974-06-13
3933554,1974-06-13
RE28954,1974-06-13
4016348,1974-06-13
3944611,1974-06-13
3985700,1974-06-13
3940132,1974-06-13
3932375,1974-06-13
3936452,1974-06-13
3940666,1974-06-14
RE28816,1974-06-14
3981479,1974-06-14
3939845,1974-06-14
3931637,1974-06-14
3952756,1974-06-14
3988537,1974-06-14
3951013,1974-06-14
3935294,1974-06-14
3997652,1974-06-14
3932589,1974-06-14
3956996,1974-06-14
3936822,1974-06-14
3934297,1974-06-14
3964457,1974-06-14
3953499,1974-06-14
3959529,1974-06-14
3983074,1974-06-14
3935230,1974-06-14
3982104,1974-06-13
4035617,1974-06-13
3977282,1974-06-13
4021643,1974-06-13
3950744,1974-06-14
3937862,1974-06-14
3966055,1974-06-14
3934849,1974-06-14
3957603,1974-06-14
3970419,1974-06-14
3949067,1974-06-14
3935754,1974-06-14
3963798,1974-06-14
3984654,1974-06-14
3956947,1974-06-14
3993462,1974-06-14
3966432,1974-06-14
4054158,1974-06-14
3943223,1974-06-14
3957869,1974-06-14
3941023,1974-06-14
3931001,1974-06-14
4096191,1974-06-14
3970911,1974-06-14
4013751,1974-06-14
3995248,1974-06-14
3935887,1974-06-14
3945115,1974-06-14
3970152,1974-06-14
3989621,1974-06-14
3930326,1974-06-14
3946563,1974-06-14
3988254,1974-06-14
3931317,1974-06-14
3989945,1974-06-14
3962306,1974-06-14
3968356,1974-06-14
3978256,1974-06-14
3958862,1974-06-14
3957549,1974-06-14
3950560,1974-06-14
3945323,1974-06-14
3958802,1974-06-14
3936866,1974-06-14
D243955,1974-06-14
3996303,1974-06-14
3978251,1974-06-14
3970492,1974-06-14
4109155,1974-06-14
4187275,1974-06-14
3977816,1974-06-14
3937340,1974-06-14
3956368,1974-06-14
3981218,1974-06-14
3949581,1974-06-14
3972780,1974-06-14
4202895,1974-06-14
4001825,1974-06-14
3958232,1974-06-14
3966682,1974-06-14
4020911,1974-06-14
3948702,1974-06-14
3945519,1974-06-14
3943456,1974-06-14
3974461,1974-06-14
3998845,1974-06-14
3948590,1974-06-14
3993145,1974-06-14
3958027,1974-06-14
4000076,1974-06-14
4047047,1974-06-14
3986333,1974-06-14
3974734,1974-06-14
3999030,1974-06-14
3934856,1974-06-14
3975612,1974-06-14
3959300,1974-06-14
3933629,1974-06-14
3963364,1974-06-14
3973237,1974-06-14
3949182,1974-06-14
3967411,1974-06-14
3945320,1974-06-14
3980934,1974-06-14
3944899,1974-06-14
3944898,1974-06-14
3936709,1974-06-14
4031900,1974-06-14
4262784,1974-06-14
4046049,1974-06-14
3947533,1974-06-14
3965679,1974-06-14
4116239,1974-06-14
3947561,1974-06-14
3949284,1974-06-14
3984740,1974-06-14
3944897,1974-06-14
3962642,1974-06-14
3962077,1974-06-14
3966796,1974-06-14
4024124,1974-06-14
3953791,1974-06-14
4039362,1974-06-14
3935968,1974-06-14
4007417,1974-06-14
3956525,1974-06-14
3979260,1974-06-14
3944814,1974-06-14
3963071,1974-06-14
3938447,1974-06-17
3958859,1974-06-17
3934769,1974-06-17
3973122,1974-06-17
3938492,1974-06-17
3942437,1974-06-17
3955399,1974-06-17
3959937,1974-06-17
3972785,1974-06-17
4186671,1974-06-17
3933717,1974-06-17
4002731,1974-06-17
3934587,1974-06-17
3981116,1974-06-17
3943900,1974-06-17
3963918,1974-06-17
3968533,1974-06-17
3953124,1974-06-17
3997349,1974-06-17
3959190,1974-06-17
3942543,1974-06-17
3941397,1974-06-17
4065197,1974-06-17
3953483,1974-06-13
3930930,1974-06-13
D242672,1974-07-02
3935325,1974-06-14
3988564,1974-06-14
3986526,1974-06-14
3991953,1974-06-14
3938539,1974-06-14
3946058,1974-06-17
3971581,1974-06-17
3934283,1974-06-17
3941470,1974-06-17
3961523,1974-06-17
3961979,1974-06-17
4055219,1974-06-17
3956377,1974-06-17
3943753,1974-06-17
4187082,1974-06-17
3942971,1974-06-17
4053464,1974-06-17
4070368,1974-06-17
3947824,1974-06-17
3962044,1974-06-17
3946322,1974-06-17
3997597,1974-06-17
3946828,1974-06-17
3946171,1974-06-17
3930486,1974-06-17
3961381,1974-06-17
3968195,1974-06-17
3932094,1974-06-17
3983259,1974-06-17
3935867,1974-06-17
3965896,1974-06-17
3953854,1974-06-17
3994346,1974-06-17
3934824,1974-06-17
3963102,1974-06-17
3936978,1974-06-17
3959054,1974-06-17
3964832,1974-06-17
3953149,1974-06-17
3983488,1974-06-17
3934365,1974-06-17
3996211,1974-06-17
3933002,1974-06-17
3957252,1974-06-17
3940249,1974-06-17
3983791,1974-06-17
3932624,1974-06-17
3955708,1974-06-17
3941154,1974-06-17
3960236,1974-06-17
3959882,1974-06-17
3976853,1974-06-17
3948556,1974-06-17
3952397,1974-06-17
3978481,1974-06-17
3948479,1974-06-17
3949126,1974-06-17
3956838,1974-06-17
3950635,1974-06-17
3981581,1974-06-17
3980471,1974-06-17
3938996,1974-06-17
3944958,1974-06-17
3972606,1974-06-17
3988985,1974-06-19
3983785,1974-06-17
3952439,1974-06-17
4005065,1974-06-17
4002619,1974-06-17
3974166,1974-06-17
3968037,1974-06-17
4001770,1974-06-17
3948758,1974-06-17
3943283,1974-06-17
3938443,1974-06-17
3968123,1974-06-17
3998157,1974-06-19
3947117,1974-06-17
3958507,1974-06-19
4055119,1974-06-19
3985669,1974-06-17
4094841,1974-06-17
4096740,1974-06-17
3934485,1974-06-17
4001132,1974-06-17
3957928,1974-06-17
3939287,1974-06-17
3933091,1974-06-17
3967632,1974-06-17
3931585,1974-06-17
3944148,1974-06-17
3965929,1974-06-17
4008535,1974-06-17
3968036,1974-06-17
3937132,1974-06-17
4097974,1974-06-17
3981055,1974-06-17
3935618,1974-06-17
3936762,1974-06-17
3933709,1974-06-17
4108710,1974-06-17
3958443,1974-06-17
3965350,1974-06-17
4006772,1974-06-17
3979279,1974-06-17
3960671,1974-06-17
3973978,1974-06-17
3947428,1974-06-17
3937141,1974-06-17
3957860,1974-06-17
3970675,1974-06-17
3976524,1974-06-17
3938113,1974-06-17
4082864,1974-06-17
3998803,1974-06-17
3938138,1974-06-17
3932995,1974-06-17
3946361,1974-06-17
3934787,1974-06-17
3980948,1974-06-17
3944352,1974-06-17
4001327,1974-06-17
D243195,1974-06-17
3951932,1974-06-17
3971404,1974-06-17
4003889,1974-06-17
3963758,1974-06-14
3931571,1974-06-14
3934862,1974-06-13
3981852,1974-06-17
3981853,1974-06-17
3950748,1974-06-17
3932769,1974-06-17
3938565,1974-06-17
3945399,1974-06-17
3989576,1974-06-17
3978018,1974-06-17
3934513,1974-06-17
3984523,1974-06-17
3959494,1974-06-17
4012494,1974-06-17
4020702,1974-06-17
3950314,1974-06-17
3988888,1974-06-14
4118930,1974-06-14
3931592,1974-06-14
4103594,1974-06-17
3933647,1974-06-17
3998756,1974-06-17
3949164,1974-06-17
3968403,1974-06-17
3939140,1974-06-17
3947532,1974-06-17
D243014,1974-06-17
3956873,1974-06-17
3969118,1974-06-17
3971473,1974-06-17
3955339,1974-06-17
3980467,1974-06-17
3935371,1974-06-17
3943359,1974-06-17
3943024,1974-06-17
3945826,1974-06-17
3935932,1974-06-17
4008700,1974-06-17
3933232,1974-06-17
3945357,1974-06-17
3930876,1974-06-17
3949424,1974-06-17
4054917,1974-06-17
3960395,1974-06-17
3945165,1974-06-17
3937444,1974-06-17
3993723,1974-06-17
3986985,1974-06-17
3964205,1974-06-17
3940279,1974-06-17
3948671,1974-06-17
3930874,1974-06-17
4006029,1974-06-17
3963678,1974-06-17
D243621,1974-06-17
3994011,1974-06-17
3939681,1974-06-17
3931378,1974-06-17
3939072,1974-06-17
3950207,1974-06-17
3954412,1974-06-17
3953445,1974-06-17
3951998,1974-06-17
3935726,1974-06-17
3966295,1974-06-17
3977657,1974-06-17
3984459,1974-06-17
3931842,1974-06-18
3987048,1974-06-18
3944638,1974-06-18
4010287,1974-06-18
3980748,1974-06-18
3938994,1974-06-18
4310599,1974-06-18
3941908,1974-06-18
3982053,1974-06-18
3992560,1974-06-18
3991257,1974-06-18
3993852,1974-06-18
3961880,1974-06-18
3939985,1974-06-18
3946855,1974-06-18
3994164,1974-06-18
3940117,1974-06-18
3947661,1974-06-18
3936518,1974-06-18
3946212,1974-06-18
3947450,1974-06-18
3944031,1974-06-18
3947762,1974-06-18
3933956,1974-06-18
3930288,1974-06-18
3941056,1974-06-18
4003776,1974-06-18
3977455,1974-06-18
3999737,1974-06-18
3982578,1974-06-18
3932210,1974-06-18
3937881,1974-06-18
3987392,1974-06-18
4031179,1974-06-18
3992501,1974-06-18
4124466,1974-06-18
4075075,1974-06-18
3951240,1974-06-18
3944911,1974-06-18
3939370,1974-06-18
3931958,1974-06-18
3940414,1974-06-17
3994829,1974-06-17
4014722,1974-06-17
4018140,1974-06-17
3954304,1974-06-17
3942857,1974-06-17
4011874,1974-06-17
3942965,1974-06-17
3994923,1974-06-18
3978987,1974-06-18
3957429,1974-06-18
4052446,1974-06-18
4045025,1974-06-18
3939953,1974-06-18
3953106,1974-06-18
3995608,1974-06-18
3960982,1974-06-18
3940679,1974-06-18
3937500,1974-06-18
3953056,1974-06-18
4063365,1974-06-18
3983774,1974-06-18
4004616,1974-06-18
3939712,1974-06-18
3974788,1974-06-18
3930916,1974-06-18
3973603,1974-06-18
3982895,1974-06-18
3955132,1974-06-18
4129974,1974-06-18
3942372,1974-06-18
3952613,1974-06-18
3948592,1974-06-18
3950384,1974-06-18
3930704,1974-06-18
3963361,1974-06-18
3940643,1974-06-18
3935864,1974-06-18
3973570,1974-06-18
3971516,1974-06-18
3943552,1974-06-18
3932623,1974-06-18
3962145,1974-06-18
3958372,1974-06-17
3960004,1974-06-18
3954132,1974-06-18
3951957,1974-06-18
3961300,1974-06-18
4012591,1974-06-18
3940542,1974-06-18
3939105,1974-06-18
3939123,1974-06-18
3945634,1974-06-18
3955604,1974-06-18
3947598,1974-06-18
3951122,1974-06-18
3973529,1974-06-18
3966570,1974-06-18
3964368,1974-06-18
3964885,1974-06-18
3969607,1974-06-18
3969861,1974-06-17
3974641,1974-06-19
3985251,1974-06-19
3932572,1974-06-19
3934992,1974-06-19
3979711,1974-06-17
3967501,1974-06-19
3944809,1974-06-19
3949131,1974-06-19
3930469,1974-06-19
3996227,1974-06-19
4066665,1974-06-19
3933762,1974-06-19
3959675,1974-06-19
3964059,1974-06-19
4039948,1974-06-19
3977406,1974-06-19
3947722,1974-06-19
3945932,1974-06-19
3941852,1974-06-19
3988382,1974-06-19
3964158,1974-06-19
RE28937,1974-06-19
3960485,1974-06-19
3974317,1974-06-19
3973323,1974-06-19
3942770,1974-06-19
3976905,1974-06-17
3986535,1974-06-19
3947667,1974-06-19
3940584,1974-06-19
3939288,1974-06-19
3961834,1974-06-19
3980501,1974-06-19
3942760,1974-06-19
3950661,1974-06-19
3968414,1974-06-19
3941112,1974-06-19
3954813,1974-06-19
3975661,1974-06-19
3935787,1974-06-19
3946358,1974-06-19
3945282,1974-06-19
3940088,1974-06-19
4039414,1974-06-19
3996431,1974-06-19
3963471,1974-06-19
3966915,1974-06-19
3979766,1974-06-19
3999207,1974-06-19
4029082,1974-06-19
3946958,1974-06-19
3941584,1974-06-19
3949702,1974-06-19
3935892,1974-06-19
3937464,1974-06-19
4147541,1974-06-19
3955426,1974-06-19
3959263,1974-06-19
3954744,1974-06-19
4057789,1974-06-19
3935264,1974-06-19
3947073,1974-06-19
3988556,1974-06-19
3961960,1974-06-19
3983355,1974-06-19
3952698,1974-06-19
3953813,1974-06-19
3943744,1974-06-19
3975313,1974-06-19
3931672,1974-06-19
3989378,1974-06-19
3936478,1974-06-19
3950693,1974-06-19
3949275,1974-06-19
3990376,1974-06-19
3936888,1974-06-19
3977347,1974-06-19
3957020,1974-06-19
3947267,1974-06-19
3940787,1974-06-19
3952764,1974-06-19
3966998,1974-06-19
3957822,1974-06-19
3955612,1974-06-19
3936024,1974-06-19
3933238,1974-06-19
3964047,1974-06-19
3990242,1974-06-19
3964520,1974-06-19
3972405,1974-06-19
3959721,1974-06-19
3985829,1974-06-19
3933456,1974-06-19
3937030,1974-06-19
3987161,1974-06-19
3943197,1974-06-19
3966898,1974-06-19
3978232,1974-06-19
3943196,1974-06-19
3997376,1974-06-19
3944686,1974-06-19
3937957,1974-06-18
3942309,1974-06-18
3960696,1974-06-18
3962625,1974-06-19
3956604,1974-06-19
3944718,1974-06-19
3990829,1974-06-19
4004874,1974-06-19
3952794,1974-06-19
3937938,1974-06-19
3967606,1974-06-19
3970887,1974-06-19
3986938,1974-06-19
3943808,1974-06-19
3979205,1974-06-19
3973776,1974-06-19
3961776,1974-06-19
3942218,1974-06-19
3942454,1974-06-19
3957761,1974-06-19
3947466,1974-06-19
4013607,1974-06-19
4098799,1974-06-19
3973602,1974-06-18
3937549,1974-06-18
4001459,1974-06-18
3950406,1974-06-19
3940794,1974-06-19
3960636,1974-06-19
4004018,1974-06-20
3933605,1974-06-20
3951654,1974-06-20
4135156,1974-06-20
3944406,1974-06-20
3975237,1974-06-20
3941917,1974-06-20
3960369,1974-06-20
4009438,1974-06-20
3937234,1974-06-20
3948585,1974-06-20
4022812,1974-06-20
3934606,1974-06-20
3952065,1974-06-20
3964299,1974-06-20
4018660,1974-06-20
3998542,1974-06-20
3950477,1974-06-20
3933015,1974-06-20
3966410,1974-06-20
3944019,1974-06-20
3971588,1974-06-20
3989781,1974-06-20
3952659,1974-06-20
3945922,1974-06-20
3966556,1974-06-20
3967529,1974-06-20
3943835,1974-06-20
3938726,1974-06-20
3930634,1974-06-20
3965791,1974-06-19
3996924,1974-06-19
4056728,1974-06-19
3956003,1974-06-19
3950497,1974-06-19
3941909,1974-06-19
3935740,1974-06-20
3971841,1974-06-20
3937434,1974-06-20
3947709,1974-06-20
3961631,1974-06-20
3959769,1974-06-20
3938315,1974-06-20
3963194,1974-06-20
3945416,1974-06-20
3959456,1974-06-20
3953992,1974-06-20
3932119,1974-06-20
3968486,1974-06-20
3945891,1974-06-20
3944208,1974-06-20
3977230,1974-06-20
3946927,1974-06-20
4152305,1974-06-20
3954008,1974-06-20
3943681,1974-06-20
3957373,1974-06-20
4058516,1974-06-20
3948119,1974-06-20
3958900,1974-06-20
3943430,1974-06-20
4013468,1974-06-20
3992441,1974-06-20
RE29041,1974-06-20
3952557,1974-06-20
3974723,1974-06-20
3956631,1974-06-20
3933778,1974-06-20
3958433,1974-06-20
3951865,1974-06-20
3974321,1974-06-20
3934114,1974-06-20
3935190,1974-06-20
3953633,1974-06-20
3992143,1974-06-20
3937817,1974-06-20
3941756,1974-06-20
3943124,1974-06-20
3992219,1974-06-20
3933649,1974-06-20
3985561,1974-06-20
3947721,1974-06-20
3995070,1974-06-20
3974258,1974-06-20
4040606,1974-06-20
4017545,1974-06-20
3935493,1974-06-20
3993963,1974-06-20
3944040,1974-06-20
3958609,1974-06-20
3956182,1974-06-20
3933772,1974-06-20
3996662,1974-06-20
3978080,1974-06-20
3981860,1974-06-20
3978454,1974-06-20
3955419,1974-06-20
3979229,1974-06-20
3962256,1974-06-20
3950770,1974-06-20
3960874,1974-06-20
3950422,1974-06-20
3947470,1974-06-20
3957532,1974-06-20
3944170,1974-06-20
4003902,1974-06-20
3945908,1974-06-20
3964969,1974-06-20
3957956,1974-06-20
3944106,1974-06-20
3948289,1974-06-20
3951634,1974-06-20
3945593,1974-06-20
3971203,1974-06-20
3935178,1974-06-20
3964090,1974-06-20
3993866,1974-06-20
3963815,1974-06-20
3971678,1974-06-20
4065544,1974-06-20
3949950,1974-06-20
3939232,1974-06-20
3972488,1974-06-20
3935590,1974-06-20
3934892,1974-06-20
3954544,1974-06-20
3949273,1974-06-20
3946643,1974-06-20
3955848,1974-06-19
3967089,1974-06-18
3977694,1974-06-20
3966416,1974-06-20
3997519,1974-06-20
3948008,1974-06-20
D247450,1974-06-20
3930339,1974-06-20
3940227,1974-06-20
3961165,1974-06-20
3942506,1974-06-20
3968404,1974-06-20
3947849,1974-06-20
3952868,1974-06-20
3966884,1974-06-20
4207796,1974-06-20
4026815,1974-06-20
3956649,1974-06-20
3947172,1974-06-20
3972349,1974-06-20
4013632,1974-06-20
4035647,1974-06-20
3945369,1974-06-20
3981996,1974-06-20
3937715,1974-06-20
3962358,1974-06-20
3997598,1974-06-20
3932878,1974-06-20
3988322,1974-06-20
3939570,1974-06-20
3939504,1974-06-20
3991731,1974-06-21
3933199,1974-06-21
3953178,1974-06-21
3976093,1974-06-21
3967445,1974-06-21
4124439,1974-06-21
3946951,1974-06-21
3979039,1974-06-21
4062334,1974-06-21
3951266,1974-06-21
3952767,1974-06-21
3940336,1974-06-21
3968972,1974-06-21
3983075,1974-06-21
4001115,1974-06-21
3932162,1974-06-21
3939561,1974-06-21
3931469,1974-06-21
3934647,1974-06-21
3960330,1974-06-21
3947042,1974-06-21
3937786,1974-06-20
3952237,1974-06-20
3950912,1974-06-20
3937927,1974-06-21
4011475,1974-06-20
3943116,1974-06-21
5248114,1974-06-20
3976137,1974-06-21
3964546,1974-06-21
4006778,1974-06-21
3978925,1974-06-21
3977772,1974-06-21
3959757,1974-06-21
3989707,1974-06-21
3981235,1974-06-21
3964785,1974-06-21
3944041,1974-06-21
3957589,1974-06-21
3957707,1974-06-21
3940393,1974-06-21
3947575,1974-06-21
3947250,1974-06-21
4007190,1974-06-21
3964393,1974-06-21
3998279,1974-06-21
3930358,1974-06-21
3945524,1974-06-21
3961433,1974-06-21
3989427,1974-06-21
3972544,1974-06-21
D246169,1974-06-21
3968229,1974-06-21
3944039,1974-06-21
3933595,1974-06-21
3931774,1974-06-21
3955013,1974-06-21
4076360,1974-06-21
3951053,1974-06-21
3937964,1974-06-21
4209027,1974-06-21
3963720,1974-06-21
3933401,1974-06-21
4026706,1974-06-21
3942883,1974-06-21
3932033,1974-06-21
3947101,1974-06-21
3942163,1974-06-21
4065781,1974-06-21
3955793,1974-06-21
3982057,1974-06-21
4003460,1974-06-21
3940037,1974-06-21
3986981,1974-06-21
4056593,1974-06-21
4001777,1974-06-21
3959079,1974-06-21
3958700,1974-06-21
3942067,1974-06-21
3931883,1974-06-21
3936589,1974-06-21
3954480,1974-06-21
4074595,1974-06-21
3952477,1974-06-21
4147360,1974-06-21
4001385,1974-06-21
3975096,1974-06-21
3943294,1974-06-21
3993760,1974-06-21
3940386,1974-06-21
3960873,1974-06-21
3964995,1974-06-21
4005983,1974-06-21
3981005,1974-06-21
